outer_id,source_row_index,age_realization_id,ngrip_realization_id,mis6_realization_id,n_response_events,response_exposure_kyr,response_end_kyr_bp__NGRIP,response_end_kyr_bp__MIS6,beta__intercept,beta__same_type_exponential_history,beta__lr04_scaled,beta__co2_scaled,beta__mis6_segment,beta__pre_phase_sin,beta__pre_phase_cos
60,3912,joint_03913,NGRIP_04067,2269,53,166.906487,117.68206,193.724427,-0.8275315713601443,-0.7233794687347466,2.1998833475800157,0.24278496205299496,-0.23956494210963145,-0.412732848862332,0.706078049161289
61,7858,joint_07859,NGRIP_08383,954,53,162.435948,113.223138,193.71281,-0.7250883503944405,-0.9539312813226084,1.6007603378137392,-0.44121006509900856,-0.29585514982089217,-0.7188767366002585,0.7662650666526277
62,7126,joint_07127,NGRIP_01476,2572,53,165.428054,115.769047,194.159007,-0.77419407734024,-0.9484978493106608,2.477270123245559,0.741042931097611,-0.20099473883413177,-0.49647405809706874,0.9460692799066113
63,2941,joint_02942,NGRIP_04208,8150,53,165.707767,116.105119,194.102648,-0.7238019876884014,-0.9594279934025596,2.055691276567969,-0.003090425386114268,-0.2875369838666916,-0.46726981967656656,0.8396355769553563
64,7184,joint_07185,NGRIP_09522,621,53,166.43949199999997,115.942999,194.996493,-0.7257520451984616,-0.860571653901607,1.2579999463563403,-0.8151248686876906,-0.32957062292531064,-0.3796262777250698,0.6549796897454302
65,7867,joint_07868,NGRIP_06314,5250,53,165.415417,115.032781,194.882636,-0.6529024183156675,-1.1450766963571424,2.0234120958536934,-0.023687918577016707,-0.2897953179969457,-0.5315709406587079,0.8631685908699601
66,7356,joint_07357,NGRIP_08046,4186,53,158.383511,107.940117,194.943394,-0.6765946773354654,-0.875514968849791,-0.12475946595527701,-2.467245162456313,-0.4346336296513418,-0.6402704944785014,0.4342215583646116
67,8095,joint_08096,NGRIP_06311,1045,53,167.428938,116.985793,194.943145,-0.7840411869836549,-0.8952994229763115,2.482765194870539,0.7833493871114073,-0.20353613746924476,-0.4590085562904719,0.821476539971711
68,3810,joint_03811,NGRIP_04266,9076,53,162.06608,112.692369,193.873711,-0.8289144818545403,-0.7369389045086931,1.544295902239104,0.04338796746019057,-0.1773525996475896,-0.5142853212225145,0.7821788117296826
69,7032,joint_07033,NGRIP_03214,8121,53,164.682256,115.251187,193.931069,-0.7634433691015701,-0.8687190476498619,2.128619577582871,0.5262866380572581,-0.22350187879224614,-0.5101940186722262,0.7568305684557153
