bootstrap_id,n_events_observation_support,n_events_response,fit_valid,status,solver_attempts,failure_reason,n_events_response_Barker2011,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,gain_bits_per_event,reduced_converged,full_converged,likelihood_nesting_ok,quadrature_order
174,62,61,True,finite_mle,1,,61,-167.292889142,-166.522775302,0.770113840562,1.54022768112,0.0182137609623,True,True,True,4
175,59,58,True,finite_mle,1,,58,-164.703664642,-162.144434896,2.55922974591,5.11845949181,0.0636584148778,True,True,True,4
176,46,45,True,finite_mle,1,,45,-138.920444566,-138.861110039,0.0593345268728,0.118669053746,0.00190225839273,True,True,True,4
177,66,65,True,finite_mle,1,,65,-177.45929782,-174.021075931,3.43822188822,6.87644377644,0.0763123948863,True,True,True,4
178,53,52,True,finite_mle,1,,52,-154.689026661,-150.517068198,4.17195846322,8.34391692645,0.115747380494,True,True,True,4
179,60,59,True,finite_mle,1,,59,-165.499430928,-164.635308758,0.864122169914,1.72824433983,0.0211299113433,True,True,True,4
180,58,57,True,finite_mle,1,,57,-161.996800567,-161.176187749,0.820612817858,1.64122563572,0.0207700709266,True,True,True,4
181,60,59,True,finite_mle,1,,59,-167.584618082,-167.451494002,0.133124079218,0.266248158436,0.00325521099848,True,True,True,4
182,66,65,True,finite_mle,1,,65,-173.254265286,-172.539354237,0.714911049084,1.42982209817,0.0158676711568,True,True,True,4
183,49,48,True,finite_mle,1,,48,-144.84631648,-144.186650633,0.659665847216,1.31933169443,0.0198270134671,True,True,True,4
184,72,71,True,finite_mle,1,,71,-184.810769431,-183.097388909,1.71338052189,3.42676104378,0.0348152898886,True,True,True,4
185,55,54,True,finite_mle,1,,54,-158.855502546,-158.824869998,0.0306325477016,0.0612650954031,0.000818396752942,True,True,True,4
186,58,57,True,finite_mle,1,,57,-166.256186848,-164.866999429,1.38918741853,2.77837483707,0.0351609438524,True,True,True,4
187,69,68,True,finite_mle,1,,68,-178.377593648,-177.583155529,0.794438118974,1.58887623795,0.0168548813903,True,True,True,4
188,50,49,True,finite_mle,1,,49,-146.946653994,-146.938929297,0.00772469704194,0.0154493940839,0.000227436369689,True,True,True,4
189,62,61,True,finite_mle,1,,61,-171.378111248,-170.675307469,0.702803779104,1.40560755821,0.0166218283087,True,True,True,4
190,56,55,True,finite_mle,1,,55,-160.544131869,-160.444546724,0.0995851450749,0.19917029015,0.0026121999081,True,True,True,4
191,61,60,True,finite_mle,1,,60,-162.518670559,-159.53536467,2.98330588935,5.96661177869,0.0717333435336,True,True,True,4
192,47,46,True,finite_mle,1,,46,-137.124683664,-134.36385227,2.76083139389,5.52166278778,0.0865877774064,True,True,True,4
193,60,59,True,finite_mle,1,,59,-162.774375677,-162.667002503,0.107373174285,0.214746348571,0.00262553806892,True,True,True,4
194,63,62,True,finite_mle,1,,62,-168.731772216,-167.590555087,1.14121712897,2.28243425794,0.026555295041,True,True,True,4
195,68,67,True,finite_mle,1,,67,-180.59639637,-180.481799008,0.114597361658,0.229194723316,0.00246759769198,True,True,True,4
196,60,59,True,finite_mle,1,,59,-165.844489868,-165.495906543,0.348583325264,0.697166650527,0.00852371923211,True,True,True,4
197,61,60,True,finite_mle,1,,60,-164.488999837,-164.350352331,0.138647505646,0.277295011291,0.00333376781378,True,True,True,4
198,59,58,True,finite_mle,1,,58,-164.863491068,-164.577074476,0.286416592425,0.572833184849,0.00712434133654,True,True,True,4
199,69,68,True,finite_mle,1,,68,-177.472443633,-176.882715923,0.589727709893,1.17945541979,0.012511724155,True,True,True,4
