background_id,phase_deg,rate_multiplier_point,rate_multiplier_q025,rate_multiplier_median,rate_multiplier_q975
q25,92.0,0.8871065099132631,0.4098729508730643,0.8664955643194783,1.5309264869956891
q25,93.0,0.8733437057341026,0.4047039423212221,0.8549110173325792,1.5232517640449754
q25,94.0,0.8598298903831595,0.4009709428811405,0.8449506417401954,1.5152282094300733
q25,95.0,0.8465641261509155,0.3981286531658499,0.8335360674510504,1.5027580755297634
q25,96.0,0.8335453227667179,0.39522021883532354,0.8214199121278737,1.490609488741312
q25,97.0,0.8207722460749953,0.39229314469195414,0.8104549490477247,1.4807485796366853
q25,98.0,0.8082435265471836,0.3885057029580346,0.8006847864363487,1.4711329177060597
q25,99.0,0.7959576676198775,0.3842721973233992,0.7895301851638638,1.4603655252508787
q25,100.0,0.7839130538507553,0.3801955685722338,0.7780850631412414,1.4500767338912408
q25,101.0,0.772107958884823,0.37767442952857166,0.7679192024458089,1.441284154709295
q25,102.0,0.760540553224494,0.3758422660383867,0.7581853096530035,1.431898380708288
q25,103.0,0.7492089117979365,0.3738822059118708,0.7502693881445,1.421913658583687
q25,104.0,0.7381110213210138,0.3726348407247314,0.7397863818157823,1.4118474148039195
q25,105.0,0.7272447874489851,0.37145390962240116,0.7299955703403221,1.4017054065263577
q25,106.0,0.7166080417149359,0.3686544611553432,0.7207235179043163,1.391493352511947
q25,107.0,0.7061985482526768,0.3656361122414561,0.712302269873329,1.3812975692566405
q25,108.0,0.6960140103025683,0.36357396446034174,0.7034749448721908,1.3740182576191977
q25,109.0,0.6860520764994069,0.3616382991970487,0.6941951231051056,1.3646989365296518
q25,110.0,0.6763103469421562,0.3598278052686086,0.6851138841340932,1.3542432449751103
q25,111.0,0.6667863790458969,0.3578211329064713,0.6767102828513715,1.3454186627234144
q25,112.0,0.6574776931769378,0.35411833907221757,0.6686034124675778,1.3395010101371025
q25,113.0,0.6483817780725429,0.3511307157581618,0.6592213519927999,1.3335011208580079
q25,114.0,0.6394960960472167,0.3494889139260663,0.6515102252687858,1.3274221295298034
q25,115.0,0.6308180879879302,0.3478263334507055,0.6426189681313346,1.3212671736430066
q25,116.0,0.6223451781410806,0.34628483317473335,0.6337816054797517,1.3150393909816291
q25,117.0,0.6140747786943498,0.34486333557421156,0.6247502561228649,1.3087419171290169
q25,118.0,0.6060042941569577,0.3429271505070947,0.6161437540796102,1.302377883035067
q25,119.0,0.5981311255421247,0.3414675479103023,0.611996170266462,1.2959504126468528
q25,120.0,0.5904526743558138,0.3404251969862232,0.6047918103303226,1.286705525646226
q25,121.0,0.5829663463960789,0.3395517189301521,0.5976589620347899,1.275770064596695
q25,122.0,0.5756695553675506,0.3389913477500148,0.590664856501948,1.2647730340328363
q25,123.0,0.5685597263157756,0.33935612663316417,0.5842285918542246,1.2537811248186184
q25,124.0,0.5616342988862928,0.3398332392207578,0.5785171164465973,1.242799170870388
q25,125.0,0.5548907304134463,0.34017430555527417,0.5742659860540864,1.231831900294452
q25,126.0,0.5483264988440649,0.3388167892654821,0.5683362846828789,1.2208839333120618
q25,127.0,0.5419391055012042,0.33735729737502995,0.5631960973278792,1.2099597804042561
q25,128.0,0.5357260776932284,0.3360296423242411,0.5564254922095698,1.1990638406732768
q25,129.0,0.529684971173547,0.334135479231822,0.5513133238063509,1.1882004004168634
q25,130.0,0.5238133724563473,0.33199974291573003,0.5450952279078146,1.1773736319113908
q25,131.0,0.5181089009936833,0.3307863277831102,0.5400587477066695,1.1665875923994453
q25,132.0,0.5125692112192584,0.329690242266594,0.5345062713233963,1.1558462232771285
q25,133.0,0.5071919944642372,0.3287106914343408,0.5291118320939773,1.1451533494760908
q25,134.0,0.5019749807503703,0.32784696355508025,0.524922747354545,1.1345126790350146
q25,135.0,0.4969159404656788,0.3270984298498232,0.5212678677066086,1.1239278028550381
q25,136.0,0.4920126859278799,0.3264645442682359,0.5181295808525813,1.113402194633385
q25,137.0,0.4872630728406701,0.32611033477892626,0.5136241912177093,1.1029392109692795
q25,138.0,0.4826650016478954,0.3258829553955669,0.5092613223928966,1.0925420916360487
q25,139.0,0.47821641879055976,0.32596428226344853,0.5050393125565762,1.082213960013177
q25,140.0,0.4739153178715178,0.3251450487404952,0.5015921912312353,1.0719578236719551
q25,141.0,0.4697597407325989,0.32464499747697323,0.5004710083994677,1.0617765751082566
q25,142.0,0.4657477784488026,0.32470567226404123,0.4968063811116126,1.0529653474273475
q25,143.0,0.46187757224408427,0.32510180790285464,0.4927724482247991,1.0446101801919303
q25,144.0,0.45814731433313904,0.3256122429423599,0.48911200245733244,1.0363127768508589
q25,145.0,0.454555248693459,0.32617331591973914,0.48707097543689665,1.028075336077801
q25,146.0,0.4510996717718215,0.3267354167275806,0.4843808970620055,1.019899974497042
q25,147.0,0.4477789331292272,0.3284875631436902,0.48219186487941235,1.0117887275030717
q25,148.0,0.4445914360281814,0.3304662889116353,0.4799670356576179,1.0037592220335163
q25,149.0,0.4415356379660742,0.3325691877172738,0.4764659449148161,0.9962353017319767
