background_id,beta_sin,beta_cos,phase_amplitude,preferred_phase_deg,rate_ratio_max_vs_min,realization_id
q50,-0.27667979048694,0.5201150301477475,0.5891276186442878,331.98886047865227,3.2487010427297833,joint_00769
q75,-0.47333756811718225,0.7090092322950985,0.8524919617631436,326.2727585792642,5.5012972250403545,joint_00769
q25,0.07519639488736149,0.34537557980113065,0.3534668144635691,12.282949324817084,2.027763839357476,joint_00843
q50,-0.23500564503805987,0.6512002669117045,0.6923073311944846,340.1564622907147,3.9932868446939063,joint_00843
q75,-0.3843621827799309,0.7984491903353156,0.8861463745332788,334.2944921213566,5.884329197398832,joint_00843
q25,-0.24811533684366596,0.5945250319292831,0.6442214168805325,337.3475776962368,3.6271341052196586,joint_07174
q50,-0.43671722635645344,0.6732337126047833,0.8024746523000548,327.02909327617004,4.977607254553026,joint_07174
q75,-0.5275255435292779,0.7111304847818763,0.8854319654620374,323.4315108579298,5.87592756471719,joint_07174
q25,-0.22860335713427013,0.5950732702673069,0.6374728950156908,338.9852209288546,3.57850741406875,joint_08022
q50,-0.4035096787544059,0.7045162627848862,0.8118886779459772,330.1981989157845,5.072213732278828,joint_08022
q75,-0.4877238336085462,0.7572110369600175,0.9006903421064765,327.21419015328024,6.058005886003563,joint_08022
q25,-0.06153500848659044,0.5556906819845522,0.5590873735954887,353.68103471322036,3.059265171798591,joint_07442
q50,-0.3724621879109071,0.6138833882811651,0.7180396199590546,328.75350615241865,4.204179879990139,joint_07442
q75,-0.522167866892987,0.6419020987202754,0.8274645524474545,320.87269262411,5.232708935577759,joint_07442
q25,0.2263045840021495,-0.031195304710658456,0.22844454858099977,97.8485626577985,1.5791537419061126,joint_09460
q50,-0.1379724370202317,0.5232899911551507,0.5411735472290378,345.2293511584096,2.951599109372547,joint_09460
q75,-0.3133650767717503,0.7902643928683208,0.8501267446538198,338.37009243793074,5.4753351547456965,joint_09460
q25,0.009462106604859966,0.5854383890539031,0.5855148493756849,0.9259583667885564,3.2253120290181463,joint_07997
q50,-0.26594623096045894,0.6940349966989109,0.7432442225842937,339.03374198230966,4.421541739753628,joint_07997
q75,-0.39855024534376193,0.746322252231693,0.846072811429229,331.89693698092526,5.431121350564738,joint_07997
q25,-0.15800908839270117,0.6455649004128841,0.6646208788924626,346.246620158695,3.7781775275006457,joint_06182
q50,-0.4232621999469588,0.6653008493591956,0.7885278118506706,327.53561637651933,4.84068201843644,joint_06182
q75,-0.5509766610656768,0.6748033432963088,0.8711686594242,320.76837566810326,5.710675505434278,joint_06182
q25,0.18237397636565914,0.07313217390922311,0.19649066674046087,68.14915796899484,1.4813907366627275,joint_01627
q50,-0.15908074302641434,0.552254222960739,0.5747098481667124,343.93057915790644,3.1563607304261114,joint_01627
q75,-0.32348486717815506,0.7829426169485081,0.847137297447968,337.55127514757066,5.442696373129924,joint_01627
q25,-0.008975800258402694,0.5397393178291093,0.5398139459118401,359.04726586463187,2.9435840155694293,joint_00246
q50,-0.33545317307095024,0.674716769804266,0.753506171692357,333.56452478797985,4.513226660014015,joint_00246
q75,-0.4926459822029191,0.7397059133478606,0.8887434399321728,326.3362858777123,5.914972687160143,joint_00246
q25,-0.0455416921024569,0.45377211313176014,0.45605172554833945,354.26884497243367,2.4895536841483024,joint_07478
q50,-0.3303112995820485,0.6929341571124409,0.7676348746146899,334.5135638937345,4.642577692816358,joint_07478
q75,-0.46742259207222364,0.8080862523623995,0.9335348257224387,329.9535566788597,6.469311259431783,joint_07478
q25,-0.05534759053281846,0.4065610030942371,0.4103111075937146,352.24763862301995,2.2719130166195263,joint_08347
q50,-0.3187109952407056,0.6559951468112124,0.7293190873185654,334.0875008658347,4.300099554484176,joint_08347
q75,-0.4455155975074674,0.7760930678601277,0.89487686169829,330.14205616496196,5.9879775859950675,joint_08347
q25,0.0983257894702535,0.27528788733206616,0.2923206831319005,19.6554275153257,1.7943473567366943,joint_00287
q50,-0.27408358561116813,0.6459890976329171,0.7017290974172762,337.00920828399836,4.069247914693358,joint_00287
q75,-0.4533918032429655,0.8244748655555507,0.9409160064430573,331.1929077098002,6.5655219719367945,joint_00287
q25,-0.2922396945047441,0.6724245034479266,0.7331839822864495,336.50994716881416,4.33346721711259,joint_00862
