realization_id,ngrip_realization_id,mis6_realization_id,fit_valid,invalid_reason,n_response_events,n_conditioning_events,response_exposure_kyr,gain_bits_per_event,LR_statistic,nominal_LR_p,delta_AIC_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,beta_pre_phase_sin,beta_pre_phase_cos,all_models_converged,likelihood_nesting_ok
joint_00626,NGRIP_03006,1657,True,,53.0,2.0,163.112637,0.25481757335425986,18.72236474792902,8.599835636188488e-05,-14.72236474792902,317.279597866417,7.503241089447532,1.0076675362270326,-1.1487891897866915,-0.6836231385319663,0.7403061988323226,True,True
joint_00627,NGRIP_06373,3107,True,,53.0,2.0,162.166026,0.225183886801132,16.545071081835857,0.0002554367990094117,-12.545071081835857,313.1816527437445,6.42236830457901,0.9298934722355762,-0.9762856946927952,-0.6780669712907774,0.6363387872437828,True,True
joint_00628,NGRIP_03913,1900,True,,53.0,2.0,166.032982,0.3001981239829781,22.056637224307735,1.6235365945173835e-05,-18.056637224307735,322.5106284402162,9.653312816500042,1.1336505767422913,-1.2864209769010806,-0.6899558960686005,0.8995134749564923,True,True
joint_00629,NGRIP_00987,272,True,,53.0,2.0,161.954884,0.27205510234164093,19.988868077375912,4.565332856488836e-05,-15.988868077375912,317.76908776780704,8.274432120153122,1.0565851464724443,-1.1785156760685493,-0.7101521889084478,0.7823401052833332,True,True
joint_00630,NGRIP_02119,5070,True,,53.0,2.0,168.48217499999998,0.1553037302318417,11.410724330508202,0.0033280718548551755,-7.410724330508202,341.73537985981096,4.451530780483458,0.7466240163197415,-0.8022289583095383,-0.23399654397991523,0.7090084901825063,True,True
joint_00631,NGRIP_05009,516,True,,53.0,2.0,167.217012,0.23576479105333237,17.322488220555726,0.00017316873183265312,-13.322488220555726,332.6408275204546,6.7311723072367835,0.953374659877783,-0.9348787052552693,-0.4381395640228197,0.8467331129316792,True,True
joint_00632,NGRIP_03460,3089,True,,53.0,2.0,163.06946,0.23607948691431246,17.345610058725583,0.000171178270088999,-13.345610058725583,316.656247295552,6.8222530423947045,0.960094887710766,-0.9604995392400064,-0.6589840735174701,0.698227888485321,True,True
joint_00633,NGRIP_02429,4255,True,,53.0,2.0,165.022574,0.21575512995271456,15.852306361915282,0.0003611731116343837,-11.852306361915282,331.611732775601,6.336977989705204,0.9232009985182503,-1.025080627940049,-0.4389304388398607,0.8121823400720689,True,True
joint_00634,NGRIP_06348,3264,True,,53.0,2.0,166.167817,0.24256932996582653,17.82244219854954,0.00013486704734508992,-13.822442198549538,335.2425802080123,7.026794656277489,0.9748653248397068,-0.9691650437101361,-0.40825150602115196,0.8852644290867494,True,True
joint_00635,NGRIP_04880,4001,True,,53.0,2.0,170.535753,0.17607884814753477,12.937147057868884,0.0015514372355564493,-8.937147057868884,344.04531729840454,4.992192113488754,0.8039375572996064,-0.7786887339930529,-0.22098392234103167,0.7729694056711629,True,True
joint_00636,NGRIP_07061,61,True,,53.0,2.0,163.590223,0.29044501515913873,21.340041196716243,2.3231054963851946e-05,-17.340041196716243,321.4149078097224,9.167022337222498,1.1078062578379857,-1.076477804544198,-0.6909124321177793,0.8659530680412749,True,True
