algorithm_config_id,component,mapping_lag_ka,composite_event_id,projected_depth_mm,chronology_sigma_before_conditioning_ka
s075_w300,So-57,1.0,MIS6_DO_19,528.5458015302653,0.2315927347331864
s075_w300,So-57,1.0,MIS6_DO_20,834.7090909128226,0.5320999632416779
s075_w400,So-4,-1.0,MIS6_DO_17,962.0062656651128,0.2939082250809485
s075_w400,So-4,-1.0,MIS6_DO_18,998.7476415105008,0.2594811622805441
s075_w400,So-4,-1.0,MIS6_DO_19,1005.0024390255236,0.2908903071202106
s075_w400,So-4,-1.0,MIS6_DO_20,1101.9719029383375,0.3014026749137309
s075_w400,So-4,-1.0,MIS6_DO_21,1122.192592593576,0.4271929693203511
s075_w400,So-4,-0.5,MIS6_DO_17,968.2748184028568,0.3415727542830342
s075_w400,So-4,-0.5,MIS6_DO_18,1004.7475728166318,0.2893770687543183
s075_w400,So-4,-0.5,MIS6_DO_19,1012.9901477855408,0.3316956824346322
s075_w400,So-4,-0.5,MIS6_DO_20,1105.0892169457231,0.303638360720814
s075_w400,So-4,-0.5,MIS6_DO_21,1125.2592821792036,0.4219032873842434
